"country","emissions_type","year","total_emissions","proportion"
"Africa","Cement",1900,0,0
"Africa","Cement",1901,0,0
"Africa","Cement",1902,0,0
"Africa","Cement",1903,0,0
"Africa","Cement",1904,0,0
"Africa","Cement",1905,0,0
"Africa","Cement",1906,0,0
"Africa","Cement",1907,0,0
"Africa","Cement",1908,0,0
"Africa","Cement",1909,0,0
"Africa","Cement",1910,0,0
"Africa","Cement",1911,0,0
"Africa","Cement",1912,0,0
"Africa","Cement",1913,0,0
"Africa","Cement",1914,0,0
"Africa","Cement",1915,0,0
"Africa","Cement",1916,0,0
"Africa","Cement",1917,0,0
"Africa","Cement",1918,0,0
"Africa","Cement",1919,0,0
"Africa","Cement",1920,0,0
"Africa","Cement",1921,0,0
"Africa","Cement",1922,0,0
"Africa","Cement",1923,0,0
"Africa","Cement",1924,0,0
"Africa","Cement",1925,0,0
"Africa","Cement",1926,0,0
"Africa","Cement",1927,0,0
"Africa","Cement",1928,0.127,0.00365257405809606
"Africa","Cement",1929,0.366,0.0102228925758338
"Africa","Cement",1930,0.261,0.0077457264957265
"Africa","Cement",1931,0.266,0.00902827274887147
"Africa","Cement",1932,0.432,0.0162271805273834
"Africa","Cement",1933,0.464,0.0162864162864163
"Africa","Cement",1934,0.534,0.0164105716041795
"Africa","Cement",1935,0.61,0.0169869117237538
"Africa","Cement",1936,0.691,0.0177102288745931
"Africa","Cement",1937,0.727,0.0173740560175891
"Africa","Cement",1938,0.75,0.0170404198759457
"Africa","Cement",1939,0.73,0.0155806458497855
"Africa","Cement",1940,0.653,0.0131523293520514
"Africa","Cement",1941,0.72,0.0133274100399822
"Africa","Cement",1942,0.77,0.0130903403488491
"Africa","Cement",1943,0.809,0.0134564204923486
"Africa","Cement",1944,0.969,0.0145423438836612
"Africa","Cement",1945,0.937,0.0138759311090379
"Africa","Cement",1946,1.144,0.0167842838069807
"Africa","Cement",1947,1.281,0.0188559821008007
"Africa","Cement",1948,1.424,0.0198513933614933
"Africa","Cement",1949,1.532,0.0198127360198645
"Africa","Cement",1950,2.014,0.0212294978285618
"Africa","Cement",1951,2.269,0.0224373553784388
"Africa","Cement",1952,2.327,0.0210922275096306
"Africa","Cement",1953,2.637,0.0235431714089298
"Africa","Cement",1954,3.041,0.025872703914512
"Africa","Cement",1955,3.409,0.0263440569384017
"Africa","Cement",1956,3.517,0.0260314123725075
"Africa","Cement",1957,3.681,0.0259970478766606
"Africa","Cement",1958,3.989,0.026831056493869
"Africa","Cement",1959,4.189,0.0283343028368123
"Africa","Cement",1960,4.399,0.0280967770780374
"Africa","Cement",1961,4.3,0.0265441929948023
"Africa","Cement",1962,4.461,0.0268193705473893
"Africa","Cement",1963,4.798,0.0272097269953611
"Africa","Cement",1964,5.318,0.0274634758493898
"Africa","Cement",1965,5.691,0.0266388934397454
"Africa","Cement",1966,5.841,0.0264200613347084
"Africa","Cement",1967,5.964,0.0251597797886477
"Africa","Cement",1968,6.857,0.0266411276536226
"Africa","Cement",1969,7.895,0.0284078642467508
"Africa","Cement",1970,8.596,0.0284048852701702
"Africa","Cement",1971,9.231,0.0278157788478343
"Africa","Cement",1972,9.742,0.0276862827570331
"Africa","Cement",1973,10.295,0.0272352335828023
"Africa","Cement",1974,10.753,0.027686160009681
"Africa","Cement",1975,10.848,0.0280118265270551
"Africa","Cement",1976,11.101,0.0264220821105296
"Africa","Cement",1977,11.837,0.0273299870242015
"Africa","Cement",1978,12.515,0.0270602200710506
"Africa","Cement",1979,13.456,0.0269626358300889
"Africa","Cement",1980,14.673,0.0273914041804887
"Africa","Cement",1981,15.928,0.0290354922799278
"Africa","Cement",1982,17.024,0.0297764492493795
"Africa","Cement",1983,18.731,0.0315039163349093
"Africa","Cement",1984,19.462,0.0299726639202248
"Africa","Cement",1985,19.119,0.0287207913652854
"Africa","Cement",1986,18.417,0.0267030304612025
"Africa","Cement",1987,20.019,0.0290254949949544
"Africa","Cement",1988,21.568,0.0297614037314905
"Africa","Cement",1989,22.508,0.0322557530976013
"Africa","Cement",1990,22.755,0.03456730484398
"Africa","Cement",1991,24.384,0.0354506716058788
"Africa","Cement",1992,24.768,0.0371388899718399
"Africa","Cement",1993,24.414,0.0345483902465256
"Africa","Cement",1994,24.884,0.03148753418088
"Africa","Cement",1995,26.9,0.0318510177525022
"Africa","Cement",1996,27.419,0.0314322725605282
"Africa","Cement",1997,27.539,0.0308046295871649
"Africa","Cement",1998,28.57,0.0313115792565445
"Africa","Cement",1999,29.73,0.0330451928858913
"Africa","Cement",2000,30.897,0.0332210446183671
"Africa","Cement",2001,32.412,0.0352479438155693
"Africa","Cement",2002,34.928,0.0388401768090962
"Africa","Cement",2003,35.273,0.0356810123765256
"Africa","Cement",2004,38.021,0.0363883981295209
"Africa","Cement",2005,41.903,0.0394128933952858
"Africa","Cement",2006,45.735,0.0418754641002704
"Africa","Cement",2007,49.202,0.0438238495371071
"Africa","Cement",2008,51.817,0.0440763546693274
"Africa","Cement",2009,58.048,0.0494799102937955
"Africa","Cement",2010,59.657,0.049085342524476
"Africa","Cement",2011,58.925,0.0469490488286043
"Africa","Cement",2012,63.744,0.0507576137615051
"Africa","Cement",2013,65.686,0.0519064063154401
"Africa","Cement",2014,70.034,0.0520731793459066
"Africa","Cement",2015,74.038,0.0560984036830158
"Africa","Cement",2016,77.352,0.0570655842560603
"Africa","Cement",2017,75.881,0.0553993585498818
"Africa","Cement",2018,77.317,0.0569732277337452
"Africa","Cement",2019,78.396,0.053785446863922
"Africa","Cement",2020,76.459,0.0563675691296899
"Africa","Cement",2021,84.853,0.0591221936240867
"Africa","Cement",2022,85.509,0.0603610268341821
"Africa","Coal",1900,2.33,1
"Africa","Coal",1901,3.909,1
"Africa","Coal",1902,5.826,1
"Africa","Coal",1903,7.896,1
"Africa","Coal",1904,8.911,1
"Africa","Coal",1905,10.263,1
"Africa","Coal",1906,11.717,1
"Africa","Coal",1907,12.93,1
"Africa","Coal",1908,13.403,1
"Africa","Coal",1909,15.385,1
"Africa","Coal",1910,17.411,1
"Africa","Coal",1911,16.854,0.999347761636525
"Africa","Coal",1912,17.869,0.995321116247981
"Africa","Coal",1913,19.566,0.997959808221973
"Africa","Coal",1914,19.243,0.984246330110992
"Africa","Coal",1915,19.514,0.995307558910538
"Africa","Coal",1916,23.072,0.99213072457536
"Africa","Coal",1917,24.919,0.983230744949495
"Africa","Coal",1918,23.856,0.964892412231031
"Africa","Coal",1919,24.751,0.972801949455646
"Africa","Coal",1920,27.594,0.983673178383003
"Africa","Coal",1921,27.425,0.979954262845709
"Africa","Coal",1922,23.435,0.977721223246694
"Africa","Coal",1923,28.572,0.983714925116199
"Africa","Coal",1924,30.126,0.983513434102706
"Africa","Coal",1925,31.624,0.982569519962715
"Africa","Coal",1926,33.903,0.984464835356293
"Africa","Coal",1927,33.269,0.983097426198989
"Africa","Coal",1928,33.815,0.972533793500144
"Africa","Coal",1929,34.59,0.966147142617731
"Africa","Coal",1930,32.555,0.966138414055081
"Africa","Coal",1931,28.307,0.960764348504904
"Africa","Coal",1932,25.355,0.952407783036586
"Africa","Coal",1933,27.29,0.957879957879958
"Africa","Coal",1934,31.324,0.962630608481869
"Africa","Coal",1935,34.743,0.96750208855472
"Africa","Coal",1936,37.765,0.967911423225773
"Africa","Coal",1937,40.582,0.969840359430265
"Africa","Coal",1938,42.56,0.966987026560334
"Africa","Coal",1939,43.957,0.938189657012358
"Africa","Coal",1940,46.039,0.927289572801063
"Africa","Coal",1941,49.442,0.915185843328891
"Africa","Coal",1942,54.304,0.923192002992078
"Africa","Coal",1943,55.237,0.918779108449767
"Africa","Coal",1944,61.371,0.921030120210706
"Africa","Coal",1945,62.303,0.922638352066581
"Africa","Coal",1946,62.938,0.923399697765519
"Africa","Coal",1947,62.415,0.918732336316533
"Africa","Coal",1948,64.359,0.897202124545188
"Africa","Coal",1949,68.58,0.886917386581139
"Africa","Coal",1950,68.983,0.727147193995868
"Africa","Coal",1951,72.749,0.719389672290014
"Africa","Coal",1952,79.383,0.719537729435758
"Africa","Coal",1953,79.053,0.705786245502513
"Africa","Coal",1954,81.77,0.695695823442831
"Africa","Coal",1955,91.675,0.70844570836843
"Africa","Coal",1956,95.594,0.707548147380575
"Africa","Coal",1957,99.299,0.701298793019429
"Africa","Coal",1958,103.144,0.693773499875564
"Africa","Coal",1959,101.676,0.687734202729941
"Africa","Coal",1960,103.522,0.661203581876014
"Africa","Coal",1961,105.003,0.648190673728657
"Africa","Coal",1962,106.668,0.641284155469384
"Africa","Coal",1963,109.186,0.619199927410482
"Africa","Coal",1964,115.604,0.597007834165638
"Africa","Coal",1965,124.891,0.5845999017015
"Africa","Coal",1966,123.843,0.560167720574267
"Africa","Coal",1967,127.101,0.536189331139657
"Africa","Coal",1968,132.504,0.514810555434681
"Africa","Coal",1969,135.191,0.486445544696959
"Africa","Coal",1970,140.097,0.462940811039442
"Africa","Coal",1971,149.906,0.451711856132971
"Africa","Coal",1972,153.924,0.437444404341364
"Africa","Coal",1973,154.291,0.408174009200985
"Africa","Coal",1974,157.241,0.404854411427718
"Africa","Coal",1975,162.187,0.41880107936426
"Africa","Coal",1976,171.906,0.409162638257157
"Africa","Coal",1977,176.693,0.407959567227104
"Africa","Coal",1978,178.676,0.386337345698366
"Africa","Coal",1979,197.363,0.395468690200196
"Africa","Coal",1980,212.398,0.396502382956957
"Africa","Coal",1981,237.34,0.432652168365022
"Africa","Coal",1982,250.232,0.437677422965856
"Africa","Coal",1983,260.943,0.43888347873473
"Africa","Coal",1984,286.063,0.440554421899665
"Africa","Coal",1985,294.697,0.442697371880093
"Africa","Coal",1986,305.787,0.443364259957634
"Africa","Coal",1987,312.518,0.453119019173442
"Africa","Coal",1988,322.719,0.445315766451358
"Africa","Coal",1989,313.482,0.449244623802304
"Africa","Coal",1990,295.753,0.449280778269462
"Africa","Coal",1991,306.648,0.445820109358576
"Africa","Coal",1992,288.434,0.432498328090184
"Africa","Coal",1993,318.584,0.450830030240808
"Africa","Coal",1994,330.423,0.418108242511208
"Africa","Coal",1995,346.584,0.410373722555138
"Africa","Coal",1996,352.718,0.404344735876743
"Africa","Coal",1997,360.178,0.402888626146407
"Africa","Coal",1998,354.754,0.388796219376136
"Africa","Coal",1999,365.712,0.406492552327113
"Africa","Coal",2000,369.186,0.39695583967623
"Africa","Coal",2001,370.875,0.403325347482391
"Africa","Coal",2002,360.04,0.400366962275166
"Africa","Coal",2003,389.827,0.394336234845458
"Africa","Coal",2004,416.583,0.398695143683496
"Africa","Coal",2005,411.34,0.386895916025508
"Africa","Coal",2006,417.527,0.382292268490075
"Africa","Coal",2007,428.376,0.381551265584891
"Africa","Coal",2008,452.062,0.384531042795327
"Africa","Coal",2009,421.882,0.359610727580055
"Africa","Coal",2010,427.883,0.352058997525862
"Africa","Coal",2011,420.703,0.335199078308703
"Africa","Coal",2012,425.732,0.338998814349792
"Africa","Coal",2013,425.527,0.33626004567473
"Africa","Coal",2014,439.206,0.326567850012826
"Africa","Coal",2015,417.184,0.316099252304158
"Africa","Coal",2016,424.01,0.312808697647277
"Africa","Coal",2017,417.888,0.305092541554447
"Africa","Coal",2018,414.995,0.305800854189448
"Africa","Coal",2019,455.446,0.312469598351776
"Africa","Coal",2020,428.24,0.315709698061685
"Africa","Coal",2021,421.09,0.293398754471459
"Africa","Coal",2022,401.602,0.283491902591086
"Africa","Flaring",1900,0,0
"Africa","Flaring",1901,0,0
"Africa","Flaring",1902,0,0
"Africa","Flaring",1903,0,0
"Africa","Flaring",1904,0,0
"Africa","Flaring",1905,0,0
"Africa","Flaring",1906,0,0
"Africa","Flaring",1907,0,0
"Africa","Flaring",1908,0,0
"Africa","Flaring",1909,0,0
"Africa","Flaring",1910,0,0
"Africa","Flaring",1911,0,0
"Africa","Flaring",1912,0,0
"Africa","Flaring",1913,0,0
"Africa","Flaring",1914,0,0
"Africa","Flaring",1915,0,0
"Africa","Flaring",1916,0,0
"Africa","Flaring",1917,0,0
"Africa","Flaring",1918,0,0
"Africa","Flaring",1919,0,0
"Africa","Flaring",1920,0,0
"Africa","Flaring",1921,0,0
"Africa","Flaring",1922,0,0
"Africa","Flaring",1923,0,0
"Africa","Flaring",1924,0,0
"Africa","Flaring",1925,0,0
"Africa","Flaring",1926,0,0
"Africa","Flaring",1927,0,0
"Africa","Flaring",1928,0,0
"Africa","Flaring",1929,0,0
"Africa","Flaring",1930,0,0
"Africa","Flaring",1931,0,0
"Africa","Flaring",1932,0,0
"Africa","Flaring",1933,0,0
"Africa","Flaring",1934,0,0
"Africa","Flaring",1935,0,0
"Africa","Flaring",1936,0,0
"Africa","Flaring",1937,0,0
"Africa","Flaring",1938,0,0
"Africa","Flaring",1939,0,0
"Africa","Flaring",1940,0,0
"Africa","Flaring",1941,0,0
"Africa","Flaring",1942,0,0
"Africa","Flaring",1943,0,0
"Africa","Flaring",1944,0,0
"Africa","Flaring",1945,0,0
"Africa","Flaring",1946,0,0
"Africa","Flaring",1947,0,0
"Africa","Flaring",1948,0,0
"Africa","Flaring",1949,0,0
"Africa","Flaring",1950,0,0
"Africa","Flaring",1951,0,0
"Africa","Flaring",1952,0,0
"Africa","Flaring",1953,0,0
"Africa","Flaring",1954,0,0
"Africa","Flaring",1955,0,0
"Africa","Flaring",1956,0,0
"Africa","Flaring",1957,0,0
"Africa","Flaring",1958,0,0
"Africa","Flaring",1959,0,0
"Africa","Flaring",1960,0,0
"Africa","Flaring",1961,0,0
"Africa","Flaring",1962,0,0
"Africa","Flaring",1963,1.147,0.00650470130547711
"Africa","Flaring",1964,1.877,0.0096932952556045
"Africa","Flaring",1965,4.948,0.023160998899993
"Africa","Flaring",1966,5.193,0.0234890221727685
"Africa","Flaring",1967,20.763,0.0875909637410618
"Africa","Flaring",1968,29.668,0.115267460292792
"Africa","Flaring",1969,38.326,0.137904978482707
"Africa","Flaring",1970,54.935,0.181528893940996
"Africa","Flaring",1971,55.976,0.168672520505511
"Africa","Flaring",1972,64.65,0.183732106368527
"Africa","Flaring",1973,80.006,0.211654404859221
"Africa","Flaring",1974,81.362,0.209485850526148
"Africa","Flaring",1975,64.309,0.166059416678502
"Africa","Flaring",1976,77.8,0.185175929033348
"Africa","Flaring",1977,71.549,0.165196691864036
"Africa","Flaring",1978,71.706,0.155044358003576
"Africa","Flaring",1979,87.719,0.175768092477673
"Africa","Flaring",1980,76.248,0.142338975393846
"Africa","Flaring",1981,52.539,0.0957744681626775
"Africa","Flaring",1982,44.95,0.0786214399529846
"Africa","Flaring",1983,41.279,0.0694276953920624
"Africa","Flaring",1984,45.564,0.0701713317676048
"Africa","Flaring",1985,51.4,0.0772136971690815
"Africa","Flaring",1986,53.018,0.0768714377473006
"Africa","Flaring",1987,44.862,0.0650452947931286
"Africa","Flaring",1988,49.233,0.0679359787607786
"Africa","Flaring",1989,22.048,0.0315965365334954
"Africa","Flaring",1990,20.795,0.0315898529655269
"Africa","Flaring",1991,20.799,0.0302386203547684
"Africa","Flaring",1992,23.351,0.035014140008577
"Africa","Flaring",1993,21.79,0.0308351529233961
"Africa","Flaring",1994,92.812,0.117441770711937
"Africa","Flaring",1995,104.283,0.123476568189003
"Africa","Flaring",1996,119.662,0.137176724137931
"Africa","Flaring",1997,107.882,0.120674862889812
"Africa","Flaring",1998,101.273,0.1109911643699
"Africa","Flaring",1999,96.476,0.10723404066126
"Africa","Flaring",2000,103.38,0.111156150844638
"Africa","Flaring",2001,98.2,0.106792178288563
"Africa","Flaring",2002,82.498,0.0917383447777376
"Africa","Flaring",2003,91.857,0.0929195348813684
"Africa","Flaring",2004,88.024,0.0842442954407551
"Africa","Flaring",2005,85.869,0.0807661919900675
"Africa","Flaring",2006,80.201,0.0734329090697668
"Africa","Flaring",2007,70.941,0.063186612536318
"Africa","Flaring",2008,71.028,0.0604175332314296
"Africa","Flaring",2009,66.474,0.0566622029504851
"Africa","Flaring",2010,69.368,0.0570754821770765
"Africa","Flaring",2011,67.14,0.0534944274646159
"Africa","Flaring",2012,65.086,0.0518262118674906
"Africa","Flaring",2013,62.478,0.0493713798035513
"Africa","Flaring",2014,60.937,0.0453091831082262
"Africa","Flaring",2015,61.323,0.0464642806268886
"Africa","Flaring",2016,57.904,0.0427180369061294
"Africa","Flaring",2017,60.308,0.04402979026932
"Africa","Flaring",2018,59.539,0.0438730034279583
"Africa","Flaring",2019,60.451,0.0414738513236766
"Africa","Flaring",2020,54.769,0.0403771353753513
"Africa","Flaring",2021,56.723,0.0395223290742705
"Africa","Flaring",2022,54.754,0.0386509918637664
"Africa","Gas",1900,0,0
"Africa","Gas",1901,0,0
"Africa","Gas",1902,0,0
"Africa","Gas",1903,0,0
"Africa","Gas",1904,0,0
"Africa","Gas",1905,0,0
"Africa","Gas",1906,0,0
"Africa","Gas",1907,0,0
"Africa","Gas",1908,0,0
"Africa","Gas",1909,0,0
"Africa","Gas",1910,0,0
"Africa","Gas",1911,0,0
"Africa","Gas",1912,0,0
"Africa","Gas",1913,0,0
"Africa","Gas",1914,0,0
"Africa","Gas",1915,0,0
"Africa","Gas",1916,0,0
"Africa","Gas",1917,0,0
"Africa","Gas",1918,0,0
"Africa","Gas",1919,0,0
"Africa","Gas",1920,0,0
"Africa","Gas",1921,0,0
"Africa","Gas",1922,0,0
"Africa","Gas",1923,0,0
"Africa","Gas",1924,0,0
"Africa","Gas",1925,0,0
"Africa","Gas",1926,0,0
"Africa","Gas",1927,0,0
"Africa","Gas",1928,0,0
"Africa","Gas",1929,0,0
"Africa","Gas",1930,0,0
"Africa","Gas",1931,0,0
"Africa","Gas",1932,0,0
"Africa","Gas",1933,0,0
"Africa","Gas",1934,0,0
"Africa","Gas",1935,0,0
"Africa","Gas",1936,0,0
"Africa","Gas",1937,0,0
"Africa","Gas",1938,0,0
"Africa","Gas",1939,0.11,0.0023477685527074
"Africa","Gas",1940,0.092,0.00185300811698121
"Africa","Gas",1941,0.099,0.00183251888049756
"Africa","Gas",1942,0.106,0.00180204685321818
"Africa","Gas",1943,0.117,0.00194610778443114
"Africa","Gas",1944,0.131,0.00196599282637732
"Africa","Gas",1945,0.136,0.00201400921113036
"Africa","Gas",1946,0.135,0.00198066286183776
"Africa","Gas",1947,0.136,0.00200188412623646
"Africa","Gas",1948,0.139,0.00193774134638172
"Africa","Gas",1949,0.14,0.00181056334385184
"Africa","Gas",1950,0.004,4.21638487161108e-05
"Africa","Gas",1951,0.004,3.95546150347092e-05
"Africa","Gas",1952,0.007,6.34489009743938e-05
"Africa","Gas",1953,0.015,0.000133920201415983
"Africa","Gas",1954,0.022,0.000187175102308209
"Africa","Gas",1955,0.022,0.000170011514416204
"Africa","Gas",1956,0.029,0.00021464627773748
"Africa","Gas",1957,0.022,0.000155374912601612
"Africa","Gas",1958,0.018,0.000121072704158847
"Africa","Gas",1959,0.035,0.000236739221601439
"Africa","Gas",1960,0.047,0.000300192889899467
"Africa","Gas",1961,0.498,0.0030741879328864
"Africa","Gas",1962,0.74,0.00444885321790363
"Africa","Gas",1963,0.718,0.00407181825399526
"Africa","Gas",1964,1.451,0.00749332520824834
"Africa","Gas",1965,2.123,0.00993751023942706
"Africa","Gas",1966,2.36,0.0106747722564478
"Africa","Gas",1967,2.319,0.00978295260393596
"Africa","Gas",1968,2.364,0.00918472010692195
"Africa","Gas",1969,2.89,0.0103988255444091
"Africa","Gas",1970,0.816,0.00269641535370625
"Africa","Gas",1971,1.693,0.00510151810089736
"Africa","Gas",1972,4.414,0.0125443699537615
"Africa","Gas",1973,5.36,0.0141797816419446
"Africa","Gas",1974,5.111,0.0131594870091583
"Africa","Gas",1975,6.422,0.0165829599886383
"Africa","Gas",1976,8.885,0.0211476623324075
"Africa","Gas",1977,13.669,0.0315598202782639
"Africa","Gas",1978,34.434,0.0744539846525416
"Africa","Gas",1979,19.657,0.0393879706088033
"Africa","Gas",1980,34.632,0.0646506583233615
"Africa","Gas",1981,29.401,0.0535957124888346
"Africa","Gas",1982,23.985,0.0419518406512199
"Africa","Gas",1983,30.431,0.0511823008909094
"Africa","Gas",1984,47.57,0.073260693797405
"Africa","Gas",1985,48.848,0.0733800521267566
"Africa","Gas",1986,58.357,0.0846125182507681
"Africa","Gas",1987,67.872,0.098407432753761
"Africa","Gas",1988,68.952,0.0951459713507852
"Africa","Gas",1989,71.403,0.102326174623602
"Africa","Gas",1990,75.954,0.115382336722464
"Africa","Gas",1991,78.466,0.114077772236995
"Africa","Gas",1992,74.272,0.111368686853541
"Africa","Gas",1993,81.721,0.115643851861076
"Africa","Gas",1994,85.589,0.108301983724776
"Africa","Gas",1995,101.556,0.120247656463685
"Africa","Gas",1996,108.019,0.123829557960382
"Africa","Gas",1997,95.206,0.106495717508828
"Africa","Gas",1998,112.712,0.123527851633309
"Africa","Gas",1999,114.377,0.127131181524036
"Africa","Gas",2000,114.35,0.122951304402055
"Africa","Gas",2001,120.126,0.130636631457148
"Africa","Gas",2002,134.355,0.149403686302855
"Africa","Gas",2003,145.781,0.14746728844335
"Africa","Gas",2004,152.687,0.146130700013207
"Africa","Gas",2005,183.638,0.172725220564721
"Africa","Gas",2006,179.343,0.164208404026124
"Africa","Gas",2007,192.323,0.171300642545528
"Africa","Gas",2008,195.08,0.165938114304039
"Africa","Gas",2009,191.714,0.163416336860266
"Africa","Gas",2010,201.908,0.166128423126069
"Africa","Gas",2011,221.727,0.176663075937547
"Africa","Gas",2012,234.034,0.186354909937564
"Africa","Gas",2013,236.613,0.186976380317194
"Africa","Gas",2014,239.099,0.177780008402018
"Africa","Gas",2015,253.874,0.192359682009535
"Africa","Gas",2016,269.761,0.199013200363263
"Africa","Gas",2017,284.41,0.207642645262607
"Africa","Gas",2018,287.449,0.211814960989657
"Africa","Gas",2019,308.495,0.211650357547396
"Africa","Gas",2020,304.783,0.224693977452677
"Africa","Gas",2021,335.593,0.233827847275737
"Africa","Gas",2022,322.712,0.227803245175509
"Africa","Oil",1900,0,0
"Africa","Oil",1901,0,0
"Africa","Oil",1902,0,0
"Africa","Oil",1903,0,0
"Africa","Oil",1904,0,0
"Africa","Oil",1905,0,0
"Africa","Oil",1906,0,0
"Africa","Oil",1907,0,0
"Africa","Oil",1908,0,0
"Africa","Oil",1909,0,0
"Africa","Oil",1910,0,0
"Africa","Oil",1911,0.011,0.000652238363474652
"Africa","Oil",1912,0.084,0.00467888375201916
"Africa","Oil",1913,0.04,0.00204019177802713
"Africa","Oil",1914,0.308,0.0157536698890082
"Africa","Oil",1915,0.092,0.00469244108946241
"Africa","Oil",1916,0.183,0.00786927542463986
"Africa","Oil",1917,0.425,0.016769255050505
"Africa","Oil",1918,0.868,0.0351075877689694
"Africa","Oil",1919,0.692,0.027198050544354
"Africa","Oil",1920,0.458,0.016326821616997
"Africa","Oil",1921,0.561,0.0200457371542914
"Africa","Oil",1922,0.534,0.0222787767533064
"Africa","Oil",1923,0.473,0.016285074883801
"Africa","Oil",1924,0.505,0.0164865658972936
"Africa","Oil",1925,0.561,0.0174304800372844
"Africa","Oil",1926,0.535,0.0155351646437075
"Africa","Oil",1927,0.572,0.0169025738010106
"Africa","Oil",1928,0.828,0.0238136324417601
"Africa","Oil",1929,0.846,0.0236299648064354
"Africa","Oil",1930,0.88,0.0261158594491928
"Africa","Oil",1931,0.89,0.0302073787462241
"Africa","Oil",1932,0.835,0.0313650364360303
"Africa","Oil",1933,0.736,0.0258336258336258
"Africa","Oil",1934,0.682,0.0209588199139521
"Africa","Oil",1935,0.557,0.015510999721526
"Africa","Oil",1936,0.561,0.0143783478996335
"Africa","Oil",1937,0.535,0.0127855845521461
"Africa","Oil",1938,0.703,0.0159725535637198
"Africa","Oil",1939,2.056,0.0438819285851493
"Africa","Oil",1940,2.865,0.0577050897299039
"Africa","Oil",1941,3.763,0.0696542277506293
"Africa","Oil",1942,3.642,0.0619156098058549
"Africa","Oil",1943,3.957,0.0658183632734531
"Africa","Oil",1944,4.162,0.062461543079255
"Africa","Oil",1945,4.151,0.061471707613251
"Africa","Oil",1946,3.942,0.0578353555656626
"Africa","Oil",1947,4.104,0.0604097974564296
"Africa","Oil",1948,5.811,0.0810087407469366
"Africa","Oil",1949,7.072,0.0914593140551446
"Africa","Oil",1950,23.867,0.251581144326854
"Africa","Oil",1951,26.104,0.258133417716512
"Africa","Oil",1952,28.608,0.259306594153637
"Africa","Oil",1953,30.302,0.270536662887141
"Africa","Oil",1954,32.704,0.278244297540349
"Africa","Oil",1955,34.297,0.265040223178752
"Africa","Oil",1956,35.966,0.26620579396918
"Africa","Oil",1957,38.591,0.272548784191309
"Africa","Oil",1958,41.52,0.279274370926408
"Africa","Oil",1959,41.942,0.283694755211645
"Africa","Oil",1960,48.598,0.310399448156049
"Africa","Oil",1961,52.193,0.322190945343655
"Africa","Oil",1962,54.466,0.327447620765323
"Africa","Oil",1963,60.485,0.343013826034684
"Africa","Oil",1964,69.389,0.358342069521119
"Africa","Oil",1965,75.982,0.355662695719334
"Africa","Oil",1966,83.845,0.379248423661809
"Africa","Oil",1967,80.898,0.341276972726697
"Africa","Oil",1968,85.991,0.334096136511982
"Africa","Oil",1969,93.614,0.336842787029174
"Africa","Oil",1970,98.18,0.324428994395686
"Africa","Oil",1971,115.056,0.346698326412786
"Africa","Oil",1972,119.141,0.338592836579315
"Africa","Oil",1973,128.051,0.338756570715047
"Africa","Oil",1974,133.922,0.344814091027295
"Africa","Oil",1975,143.499,0.370544717441545
"Africa","Oil",1976,150.449,0.358091688266558
"Africa","Oil",1977,159.366,0.367953933606395
"Africa","Oil",1978,165.156,0.357104091574466
"Africa","Oil",1979,180.866,0.362412610883239
"Africa","Oil",1980,197.728,0.369116579145346
"Africa","Oil",1981,213.362,0.388942158703538
"Africa","Oil",1982,235.536,0.41197284718056
"Africa","Oil",1983,243.177,0.409002608647389
"Africa","Oil",1984,250.666,0.3860408886151
"Africa","Oil",1985,251.621,0.377988087458783
"Africa","Oil",1986,254.118,0.368448753583095
"Africa","Oil",1987,244.433,0.354402758284713
"Africa","Oil",1988,262.225,0.361840879705587
"Africa","Oil",1989,268.357,0.384576911942998
"Africa","Oil",1990,243.024,0.369179727198567
"Africa","Oil",1991,257.532,0.374412826443782
"Africa","Oil",1992,256.077,0.383979955075858
"Africa","Oil",1993,260.152,0.368142574728194
"Africa","Oil",1994,256.573,0.324660468871199
"Africa","Oil",1995,265.234,0.314051035039672
"Africa","Oil",1996,264.502,0.303216709464417
"Africa","Oil",1997,303.184,0.339136163867788
"Africa","Oil",1998,315.133,0.345373185364111
"Africa","Oil",1999,293.382,0.3260970326017
"Africa","Oil",2000,312.23,0.33571566045871
"Africa","Oil",2001,297.93,0.323997898956329
"Africa","Oil",2002,287.454,0.319650829835145
"Africa","Oil",2003,325.827,0.329595929453298
"Africa","Oil",2004,349.551,0.33454146273302
"Africa","Oil",2005,340.43,0.320199778024417
"Africa","Oil",2006,369.361,0.338190954313763
"Africa","Oil",2007,381.88,0.340137629796156
"Africa","Oil",2008,405.632,0.345036954999877
"Africa","Oil",2009,435.045,0.370830822315399
"Africa","Oil",2010,456.557,0.375651754646516
"Africa","Oil",2011,486.589,0.38769436946053
"Africa","Oil",2012,467.255,0.372062450083648
"Africa","Oil",2013,475.166,0.375485787889085
"Africa","Oil",2014,535.639,0.398269779131023
"Africa","Oil",2015,513.369,0.388978381376403
"Africa","Oil",2016,526.466,0.388394480827271
"Africa","Oil",2017,531.222,0.387835664363744
"Africa","Oil",2018,517.776,0.381537953659191
"Africa","Oil",2019,554.781,0.38062074591323
"Africa","Oil",2020,492.185,0.362851619980596
"Africa","Oil",2021,536.955,0.374128875554447
"Africa","Oil",2022,552.049,0.389692833535457
"Africa","Other",1900,0,0
"Africa","Other",1901,0,0
"Africa","Other",1902,0,0
"Africa","Other",1903,0,0
"Africa","Other",1904,0,0
